"10023418","10096510_Battery_Connection:09185107323","Connector:09185107323","AllModules:BP2X5C_1","","CONNECTOR, 10 CONTACTS, HE10","09185107323","J1","../../10096510 Battery Connection//10096510 Battery Connection.sch","HARTING","09185107323",""
"10023419","10096510_Battery_Connection:GKS-913-0024","Connector:GKS-913-0024","AllModules:GKS913_1","","CONNECTOR, 1 CONTACTS, TEST PROBE","GKS-913-0024","J6","../../10096510 Battery Connection//10096510 Battery Connection.sch","INGUN","GKS-913 305 230 A 15 02 S",""
"10023420","10096510_Battery_Connection:811-S1-002-30-014101","Connector:811-S1-002-30-014101","AllModules:811S1-02_1","","CONNECTOR, 2 CONTACTS, PIN SPACE 2.54, SM","811-S1-002-30-014101","J3,J4,J5","../../10096510 Battery Connection//10096510 Battery Connection.sch","PRECI-DIP                       (015220)","811-S1-002-30-014101",""
"Item Number","Old Library","New Library", "Footprint",            "Footprint.3dshapes","Description",            "Value","References","Sch File",            "Manufacturer","Manufacturer_No","Documentation"
"4096600.M00.023","cpu-board:BLIN-AWM33","BL:BLIN-AWM33","10125623A00:BLIN-AWM","","EMC,FLOW SENSOR HOUSING,IC15 & IC17","BLIN-AWM33","BL1,BL3","../../CPU_RB0505/10125623A00_4.sch","SUZHOU ACE SHEET MATEL MANUFACTURING CO., LTD","4096600.M00.023",""
"4096600.M00.002","cpu-board:2XBL-AWM","BL:2XBL-AWM","AllModules:B2CAP-RB0505_1","","EMC CASING - CASE 2 PRESSURE SENSORS","2XBL-AWM","BL2","../../CPU_RB0505/10125623A00_4.sch","SUZHOU ACE SHEET MATEL MANUFACTURING CO., LTD","4096600.M00.002",""
"4096600.M00.003","cpu-board:3XBL-ADSX","BL:3XBL-ADSX","AllModules:B3CAP-RB0505_1","","EMC CASING - CASE 3 PRESSURE SENSORS","3XBL-ADSX","BL4","../../CPU_RB0505/10125623A00_4.sch","SUZHOU ACE SHEET MATEL MANUFACTURING CO., LTD","4096600.M00.003",""
"10023244","cpu-board:F_HMB","Buzzer:F_HMB","AllModules:HMB12_1","","BUZZER, 12V, 30MA, 85DB","HMB12","BUZ1","../../CPU_RB0505/10125623A00_3.sch","STAR MICRONICS INC.","HMB-12",""
"10022632","Flipped_Devices:C_Small","Capacitor:C0603_22pF_50V_5%","AllModules:C0603_1","","CAPACITOR CERAMIC,22PF,+/-5%,50V,0603","22pF","C1,C3,C16","../../CPU_RB0505/10125623A00_1.sch","SAMSUNG_RMS1","CL10C220JB8NNNC",""
"10022976","Flipped_Devices:C_Small","Capacitor:C0402_4n7F_25V_10%","AllModules:C0402_1","","CAPACITOR CERAMIC,4.7NF,25V,+/-10%,0402","4.7nF","C101","../../CPU_RB0505/10125623A00_6.sch","KYOCERA_RMS1","CM05X7R472K25AT",""
"10022622","Flipped_Devices:CP_Small","Capacitor:C_220uF_20%","AllModules:C-SC8_1","","CAPACITOR ELECTROLYTIC, 220UF,16V+/-20%","220uF","C106","../../CPU_RB0505/10125623A00_5.sch","PANASONIC_RMS1","EEEFK1C221P",""
"10022978","Flipped_Devices:CP_Small","Capacitor:C_10uF_50V_10%","AllModules:C7343_1","","CAPACITOR TANTALUM,10UF, 50V,+/-10%","10uF","C117","../../CPU_RB0505/10125623A00_5.sch","AVX CORPORATION","TAJD106K050RNJ",""
"10022623","Flipped_Devices:C_Small","Capacitor:C0402_47pF_50V_5%","AllModules:C0402_1","","CAPACITOR,47 PF,+/-5%,50V,0402","47pF","C12,C13,C15,C86","../../CPU_RB0505/10125623A00_6.sch","SAMSUNG_RMS1","CL05C470JB5NNNC",""
"10095973","cpu-board:RES_4CB","Capacitor:RES_4CB","AllModules:C0612-4_1","","CAPACITOR ARRAY, 47PF, 50V, +/-10%,NPO,0612","47pF","C14,C17,C18,C38,C41,C52,C55,C56,C58,C100,C111","../../CPU_RB0505/10125623A00_1.sch","YAGEO_RMS1","CA0612JRNPO9BN470",""
"10022962","Flipped_Devices:CP_Small","Capacitor:C_47uF_10V_10%","AllModules:C3528_1","","CAPACITOR TANALUM, 47UF, 10V +/-10%","47uF","C19,C75","../../CPU_RB0505/10125623A00_7.sch","KEMET","T495B476K010ATE500",""
"10022607","Flipped_Devices:C_Small","Capacitor:C0402_100nF_16V_10%","AllModules:C0402_1","","CAPACITOR,100NF,16V,+/-10%,X7R,0402","100nF","C2,C4,C5,C9,C10,C11,C20,C22,C23,C24,C25,C26,C27,C28,C29,C30,C33,C36,C37,C42,C44,C49,C51,C60,C63,C66,C70,C74,C76,C77,C78,C80,C83,C87,C90,C91,C93,C95,C98,C103,C107,C110,C116,C120,C140","../../CPU_RB0505/10125623A00_2.sch","MURATA","GRM155R71C104JA88J",""
"10022963","Flipped_Devices:CP_Small","Capacitor:C_100uF_35V_20%","AllModules:C-SC8_1","","CAPACITOR ELECTROLYTIC, 100UF, 35V +/-20%","100uF","C21","../../CPU_RB0505/10125623A00_5.sch","MULTICOMP                       (920630)","MCRH35V107M8X11",""
"10022508","Flipped_Devices:C_Small","Capacitor:C0603_10nF_50V_10%","AllModules:C0603_1","","CAPACITOR CERAMIC,10NF,+/-10%,50V,0603","10nF","C39,C43,C45,C50,C53,C97","../../CPU_RB0505/10125623A00_3.sch","YAGEO_RMS1","CC0603KRX7R9BB103",""
"10022135","Flipped_Devices:C_Small","Capacitor:C0805_100nF_50V_10%","AllModules:C0805_1","","CAPACITOR CERAMIC, 100NF, +/-10%, 50V, X7R,0805","100nF","C46,C62,C69,C79,C82,C105","../../CPU_RB0505/10125623A00_5.sch","YAGEO_RMS1","CC0805KRX7R9BB104",""
"10022966","Flipped_Devices:C_Small","Capacitor:C0402_220pF_50V_5%","AllModules:C0402_1","","CAPACITOR CERAMIC, 220PF, 50V,+/-5%, NPO,0402","220pF","C47","../../CPU_RB0505/10125623A00_5.sch","YAGEO_RMS1","CC0402JRNPO9BN221",""
"10022967","Flipped_Devices:C_Small","Capacitor:C0805_1uF_16V_10%","AllModules:C0805_1","","CAPACITOR CERAMIC,1UF,16V,+/-10%, 0805","1uF","C54,C112,C114","../../CPU_RB0505/10125623A00_3.sch","KEMET_RMS1","C0805C105Z4VACTU",""
"10022968","Flipped_Devices:C_Small","Capacitor:C0805_220nF_25V_10%","AllModules:C0805_1","","CAP CERAMIC,220NF,25V,X7R,+/-10%,0805","220nF","C59,C65,C94,C102","../../CPU_RB0505/10125623A00_4.sch","AVX_RMS1","08053C224KAZ2A",""
"10022510","Flipped_Devices:C_Small","Capacitor:C0805_330nF_16V_10%","AllModules:C0805_1","","CAPACITOR,330NF,+/-10%,16V,0805,X7R","330nF","C6","../../CPU_RB0505/10125623A00_1.sch","YAGEO_RMS1","CC0805JKX7R7BB334",""
"10022613","Flipped_Devices:C_Small","Capacitor:C0603_4n7F_50V_10%","AllModules:C0603_1","","CAPACITOR CERAMIC,4.7NF,+/-10%,50V,0603","4.7nF","C61,C64,C68,C71,C96,C104","../../CPU_RB0505/10125623A00_4.sch","KEMET_RMS1","C0603C472K5RACTU",""
"10022959","Flipped_Devices:CP_Small","Capacitor:C_1uF_35V_10%","AllModules:C3216_1","","CAPACITOR TANTALUM, 1UF,35V, +/-10%","1uF","C7,C8,C31,C32,C34","../../CPU_RB0505/10125623A00_1.sch","KEMET","T491A105M035AT",""
"10022608","Flipped_Devices:CP_Small","Capacitor:C_10uF_25V_10%","AllModules:C6032_1","","CAPACITOR TANTALUM, 10UF, 25V, +/-10%","10uF","C81,C85,C108","../../CPU_RB0505/10125623A00_5.sch","KEMET","T491C106K025AT",""
"10022971","Flipped_Devices:C_Small","Capacitor:C0402_1nF_50V_10%","AllModules:C0402_1","","CAPACITOR CERAMIC, 1NF,50V,+/-10%, 0402","1nF","C84","../../CPU_RB0505/10125623A00_3.sch","YAGEO_RMS1","CC0402KRX7R9BB102",""
"10097252","Flipped_Devices:CP_Small","Capacitor:C_1kF_35V_20%","AllModules:CO31D1_1","","CAPACITOR ELECTROLYTIC, 1000UF,35V,+/-20%","1000uF","C88","../../CPU_RB0505/10125623A00_5.sch","ILLINOIS CAPACITOR, INC.","108TTA035M",""
"10022973","Flipped_Devices:CP_Small","Capacitor:C_22uF_10V_10%","AllModules:C3216_1","","CAPACITOR TANTALUM, 22UF, 10V,+/-10%","22uF","C89,C92","../../CPU_RB0505/10125623A00_6.sch","KEMET","T495A226K010ATE1K2",""
"10022975","Flipped_Devices:C_Small","Capacitor:C0402_150pF_50V","AllModules:C0402_1","","CAPACITOR CERAMIC, 150PF,50V,+/-5,NPO, 0402","150pF","C99,C115,C121,C122,C123,C124","../../CPU_RB0505/10125623A00_6.sch","YAGEO_RMS1","CC0402JRNPO9BN151",""
"10022656","Flipped_Devices:D_Schottky_A1K3","Diode:D_Schottky_A1K3_10022656","AllModules:SMB_1","","DIODE SCHOTTKY, 3A, 40V","STPS340U","D11","../../CPU_RB0505/10125623A00_5.sch","STMICROELECTRONICS","STPS340U",""
"10020994","Flipped_Devices:D_Zener_A1K3","Diode:D_Zener_A1K3_10020994","AllModules:SOD80_1","","DIODE ZENER, 500MW, 12V, SOD-80C","BZV55-C12","D12","../../CPU_RB0505/10125623A00_3.sch","NXP SEMICONDUCTORS_RMS1","BZV55-C12,115",""
"10022653","cpu-board:BAT54C","Diode:BAT54C","AllModules:SOT23-1G_1","","DIODE SCHOTTKY DOUBLE,30V, 200MA,SOT23","BAT54C","D14","../../CPU_RB0505/10125623A00_3.sch","NXP SEMICONDUCTORS_RMS1","BAT54C,215",""
"10022654","Flipped_Devices:D_Schottky_Small","Diode:D_Schottky_Small","AllModules:SMB_1","","DIODE TRANSIENT 600W,36V","1SMB36AT3","D4","../../CPU_RB0505/10125623A00_5.sch","LITTLEFUSE","1SMB36AT3G",""
"10097253","Flipped_Devices:D_Schottky","Diode:D_Schottky","AllModules:SOD87_1","","DIODE SCHOTTKY, 40V, 1A","PRLL5819","D6,D7,D15,D16","../../CPU_RB0505/10125623A00_6.sch","DIODES INC_RMS1","1N5819HW-7-F",""
"10022655","Flipped_Devices:D_Zener_A1K3","Diode:D_Zener_A1K3_10022655","AllModules:SOT23-1G_1","","DIODE ZENER, 0.35W,4.7V","BZX84C4V7","D8","../../CPU_RB0505/10125623A00_1.sch","NXP SEMICONDUCTORS_RMS1","BZX84-C4V7",""
"10022652","Flipped_Devices:D_Schottky_A1K3","Diode:D_Schottky_A1K3_10022652","AllModules:SOT23-1G_1","","DIODE SCHOTTKY, 30V, 200MA","BAT54","D9,D10,D13","../../CPU_RB0505/10125623A00_1.sch","NXP SEMICONDUCTORS_RMS1","BAT54,215",""
"10022703","cpu-board:SLOBLO","Fuse:SLOBLO","AllModules:FU154000_1","","FUSE, 500MA","500 mA T","FU2","../../CPU_RB0505/10125623A00_5.sch","LITTELFUSE_RMS1","0154.500DRT",""
"10022884","cpu-board:KEY_3000","Battery:KEY_3000","AllModules:CR1220-3000_1","","LITHIUM, 3V, 35MAH","3V","G1","../../CPU_RB0505/10125623A00_3.sch","SONY_RMS1","CR1220-B1A",""
"10022505","cpu-board:TL16C750IPM","IC:TL16C750IPM","AllModules:TQFP64_1","","UART, LQFP64","TL16C750IPM","IC1","../../CPU_RB0505/10125623A00_2.sch","TEXAS INSTRUMENTS_RMS1","TL16C750IPM",""
"10022965","cpu-board:DS1305E","IC:DS1305E","AllModules:TSSOP20_SANS-MIRE_1","","IC,REALTIMECLOCK, TSSOP","DS1305E","IC10","../../CPU_RB0505/10125623A00_3.sch","MAXIM_RMS1","DS1305E+",""
"10022969","Device:Opamp_Dual_Generic","IC:Opamp_Dual_Generic","AllModules:MX.A8_COMPOSANT_1","","DOUBLE AMPLIFIER RAIL TO RAIL, SO8","OP295","IC11","../../CPU_RB0505/10125623A00_3.sch","ANALOG DEVICES, INC.","OP295GSZ-REEL7",""
"10022970","cpu-board:MAX690ACSA","IC:MAX690ACSA","AllModules:MX.A8_COMPOSANT_1","","IC,MICROPROCESSOR SUPERVISOR CIRCUIT,SO8","MAX690ACSA","IC12","../../CPU_RB0505/10125623A00_3.sch","MAXIM_RMS1","MAX690ACSA+T",""
"10023251","cpu-board:K9F4G08U0M-PCB000","IC:K9F4G08U0M-PCB000","AllModules:TSOP48-ENT9.965_1","","MEMORY NAND FLASH, 1G, 2.7 TO 3.6V, BUS X 8,TSOP","K9F1G08UOA-PCB0","IC13","../../CPU_RB0505/10125623A00_2.sch","SAMSUNG_RMS1","K9F1G08U0C-PIB0T",""
"10022705","cpu-board:74ACT16373","IC:74ACT16373","AllModules:SSOP48_1","","IC,16 BIT D TYPE 3STATE OP, LATCHES,SSOP","74ACT16373","IC14","../../CPU_RB0505/10125623A00_2.sch","TEXAS INSTRUMENTS_RMS1","74ACT16373DLR",""
"10022706","cpu-board:AWM3300V","IC:AWM3300V","10125623A00:AWM3300V","","IC AIR FLOW SENSOR,(0-1 LITRE)","AWM3300V","IC15,IC17","../../CPU_RB0505/10125623A00_4.sch","HONEYWELL_RMS1","AWM3300V",""
"10023117","cpu-board:ASDX","IC:ASDX_10023117","AllModules:ASDX001D44R_1","","IC, PRESSURE TRANSDUCER,(-10/+100 MBAR)","ASDX001D44R-SQ04689","IC16,IC18,IC22","../../CPU_RB0505/10125623A00_4.sch","SENSYM_RMS1 / honeywell","ASDX001D44R",""
"10022511","cpu-board:SN74ALVC164245","IC:SN74ALVC164245","AllModules:TSSOP48_1","","TRANSCEIVER, 3.3V TO 5V,TSSOP","SN74ALVC164245","IC2","../../CPU_RB0505/10125623A00_2.sch","TEXAS INSTRUMENTS_RMS1","SN74ALVC164245DGGR",""
"10023039","cpu-board:LT1236","IC:LT1236_10023039","AllModules:MX.A8_COMPOSANT_1","","IC,REFERENCE VOLTAGE 5V FIXED - 10 MA,SO8","LT1236ACS8-5","IC21","../../CPU_RB0505/10125623A00_5.sch","LINEAR TECHNOLOGY_RMS1","LT1236CCS8-5#TRPBF",""
"10023040","cpu-board:LT1236","IC:LT1236_10023040","AllModules:MX.A8_COMPOSANT_1","","IC,REFERENCE VOLTAGE 10V FIXED - 10 MA,SO8","LT1236ACS8-10","IC23","../../CPU_RB0505/10125623A00_5.sch","LINEAR TECHNOLOGY_RMS1","LT1236CCS8-10#TRPBF",""
"10022974","cpu-board:STM809","IC:STM809_10022974","AllModules:SOT23-1G_1","","RESET CIRCUIT, SUPERVISOR VOLTAGE 5V,SOT23","STM809LWX","IC24,IC25","../../CPU_RB0505/10125623A00_5.sch","STMICROELECTRONICS","STM809LWX6F",""
"10022892","cpu-board:LF33CDT","IC:LF33CDT","AllModules:DPAK_1","","REGULATOR 3.3 V 2% 500MA LOW DROPOUT,DPACK","LF33CDT","IC26","../../CPU_RB0505/10125623A00_5.sch","ST MICROELECTRONIC","LF33CDT",""
"10022895","cpu-board:TPS5430DDA","IC:TPS5430DDA","AllModules:SO08-PPAD_COMPOSANT_1","","REGULATOR, 5.5V TO 36V,3A","TPS5430","IC29","../../CPU_RB0505/10125623A00_5.sch","TEXAS INSTRUMENTS_RMS1","TPS5430DDA",""
"10023158","cpu-board:AT25---","IC:AT25---","AllModules:MX.A8_COMPOSANT_1","","EEPROM, SOIC8","25LC320","IC32","../../CPU_RB0505/10125623A00_2.sch","MICROCHIP TECHNOLOGY_RMS1","25LC320-I/SN",""
"10023159","cpu-board:ASDX","IC:ASDX_10023159","AllModules:BSDX-A2_1","","IC, BAROMETRIC PRESSURE SENSOR","BSDX0811BARO-X","IC33","../../CPU_RB0505/10125623A00_4.sch","HONEYWELL_RMS1","XZ209330-ASDX",""
"10023041","cpu-board:STM809","IC:STM809_10023041","AllModules:SOT23-1G_1","","IC, SUPERVISOR VOLTAGE 3.3 V,SOT23","STM809TWX","IC36","../../CPU_RB0505/10125623A00_5.sch","STMICROELECTRONICS","STM809TWX6F",""
"10023119","cpu-board:74HCT1G08GW","IC:74HCT1G08GW","AllModules:SC70-5_1","","2 INPUT AND-GATE,SOT353","74HCT1G08GW","IC38","../../CPU_RB0505/10125623A00_2.sch","NXP SEMICONDUCTORS_RMS1","74HCT1G08GW,125",""
"10023118","cpu-board:74HCT1G04GW","IC:74HCT1G04GW","AllModules:SC70-5_1","","IC, INVERTER,SOT353","74HCT04GW","IC39,IC41","../../CPU_RB0505/10125623A00_2.sch","NXP SEMICONDUCTORS_RMS1","74HCT1G04GW,125",""
"10022960","cpu-board:74HCT1G32GW","IC:74HCT1G32GW","AllModules:SC70-5_1","","IC, 2 INPUT OR-GATE,SOT353","74HCT1G32GW","IC5,IC42,IC43","../../CPU_RB0505/10125623A00_2.sch","NXP SEMICONDUCTORS_RMS1","74HCT1G32GW",""
"10022961","cpu-board:29F800","IC:29F800","AllModules:TSOP48-ENT9.965_1","","IC, FLASH MEMORY,TSOP48","29F400-70EC","IC7","../../CPU_RB0505/10125623A00_2.sch","Macronix","MX29F400CBTI-70GTR",""
"10022964","cpu-board:LVC1G07DBVT","IC:LVC1G07DBVT","AllModules:SOT23-5_1","","BUFFER WITH OPEN DRAIN OUTPUT,SOT23","SN74LVC1G07DBVT","IC8,IC9,IC20","../../CPU_RB0505/10125623A00_2.sch","TEXAS INSTRUMENTS_RMS1","SN74LVC1G07DBVT",""
"10097256","cpu-board:ZIF-52610-2290","Connector:ZIF-52610-2290","AllModules:MOL52610-22_1","","CONNECTOR, 22 CONTACTS","ZIF-52610-2290","J1","../../CPU_RB0505/10125623A00_7.sch","MOLEX_RMS1","0526102272",""
"10097262","cpu-board:B3B_ZR","Connector:B3B_ZR","AllModules:B3BZR-SM3TF_1","","CONNECTOR,FIO2, 3 CONTACTS","B3B_ZR","J11","../../CPU_RB0505/10125623A00_6.sch","J.S.T. CORPORATION","B3B-ZR-SM4-TF (LF)(SN)",""
"10097263","cpu-board:FH_40BR","Connector:FH_40BR","AllModules:AMP177983-40_1","","CONNECTOR, 40 CONTACTS","FH_40BR","J17","../../CPU_RB0505/10125623A00_7.sch","TYCO ELECTRONICS","5177983-1",""
"10097265","cpu-board:B7B_ZR_SM3_TF","Connector:B7B_ZR_SM3_TF","AllModules:B7BZR-SM3TF_1","","CONNECTOR, BUZZER CARD, 7 CONTACTS","B7B_ZR_SM3_TF","J18","../../CPU_RB0505/10125623A00_6.sch","J.S.T. CORPORATION","B7B-ZR-SM4-TF (LF)(SN)",""
"10097257","cpu-board:B8B_ZR","Connector:B8B_ZR","AllModules:B8BZR-SM3TF_1","","CONNECTOR, 8 CONTACTS","B8B_ZR","J2","../../CPU_RB0505/10125623A00_6.sch","J.S.T. CORPORATION","B8B-ZR-SM4-TF (LF)(SN)",""
"10022542","cpu-board:2BR254C","Connector:2BR254C","AllModules:MOL7395-2_1","","CONNECTOR, O2 VALVE, 2 CONTACTS","2BR254C","J21","../../CPU_RB0505/10125623A00_6.sch","MOLEX_RMS1","22057028",""
"10097259","cpu-board:B12B-ZR","Connector:B12B-ZR","AllModules:B12BZR-SM3TF_1","","CONNECTOR, SPO2, 12 CONTACTS"," ","J3","../../CPU_RB0505/10125623A00_7.sch","J.S.T. CORPORATION","B12B-ZR-SM4-TF (LF)(SN)",""
"10052329","cpu-board:10BRMF","Connector:10BRMF","AllModules:BP2X5C_1","","HEADER CONNECTOR, RIGHT ANGLE, 10 PINS","10BRMF","J4","../../CPU_RB0505/10125623A00_6.sch","FCI/BERG","75867-101LF",""
"10097260","cpu-board:B2B_ZR","Connector:B2B_ZR","AllModules:B2BZR-SM3TF_1","","CONNECTOR, TEMPERATURE MEASURE, 2 CONTACTS","B2B_ZR","J5,J19","../../CPU_RB0505/10125623A00_6.sch","J.S.T. CORPORATION","B2B-ZR-SM4-TF (LF)(SN)",""
"10052331","cpu-board:26BR-HE10","Connector:26BR-HE10","AllModules:BP2X13C_1","","HEADER CONNECTOR, RIGHT ANGLE, 26 PINS","26BR-HE10","J7","../../CPU_RB0505/10125623A00_7.sch","FCI/BERG","75867-105LF",""
"10023185","cpu-board:JUMP_0U","Jumper:JUMP_0U","AllModules:R0603_1","","RESISTANCE, 0 OHM,0603","JUMP_0U","JP1,JP6,R45,R69","../../CPU_RB0505/10125623A00_7.sch","YAGEO_RMS1","RC0603JR-070RL",""
"10022907","Flipped_Devices:L","Inductor:L_10022907","AllModules:C0603_1","","SMD FERRITE 200MA","Ferrite 200mA","L1,L3,L4,L6,L9,L10,L12,L14,L15,L16,L17,L18,L21,L23,L24,L25,L26,L29,L31,L32,L33,L34,L35,L37,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53","../../CPU_RB0505/10125623A00_7.sch","WURTH ELEKTRONIK GMBH","74279266",""
"10022908","cpu-board:WE-TPC-MH","Inductor:WE-TPC-MH","AllModules:WE-PD4_1","","INDUCTOR,33UH +/-10%","33uH","L2","../../CPU_RB0505/10125623A00_5.sch","WURTH ELEKTRONIK GMBH","74456133",""
"10023186","Flipped_Devices:L","Inductor:L_10023186","AllModules:WE-7427504_ENT-12.7X3_1","","FERRITE, 2.5, 3A","7427504","L30","../../CPU_RB0505/10125623A00_5.sch","WURTH ELEKTRONIK GMBH","7427512",""
"10022544","Flipped_Devices:R","Inductor:R_470R_5%","AllModules:C0603_1","","RESISTOR, 470 OHM, 0.063W, +/-5%","470","L5","../../CPU_RB0505/10125623A00_7.sch","YAGEO_RMS1","RC0603JR-07470RL",""
"10022911","Flipped_Devices:L","Inductor:L_10022911","AllModules:RC1206_1","","SMD FERRITE, 1A,1206"," ","L7,L8,L11,L19,L20,L22,L61","../../CPU_RB0505/10125623A00_6.sch","WURTH ELEKTRONIK GMBH","74279218",""
"10020993","Device:Crystal_Small","Crystal:Crystal_Small_10020993","AllModules:HC49-4HSMX_1","","QUARTZ, 8 MHZ, 100PPM,SMD","8MHz","Q1","../../CPU_RB0505/10125623A00_1.sch","IQD","LFXTAL003151REEL",""
"10023291","Device:Crystal_Small","Crystal:Crystal_Small_10023291","AllModules:HC49-4HSMX_1","","CRYSTAL, QUARTZ, 3.6864MHZ","3.6864MHz","Q2","../../CPU_RB0505/10125623A00_2.sch","IQD","LFXTAL003260REEL",""
"10023250","Flipped_Devices:Crystal_Small_Pin1Pin4","Crystal:Crystal_Small_Pin1Pin4","AllModules:85SMX_1","","CRYSTAL QUARTZ 32.768KHZ","32,768KHz","Q5","../../CPU_RB0505/10125623A00_3.sch","IQD","LFXTAL003000REEL",""
"10023189","Flipped_Devices:R","Resistor:R_100R_5%","AllModules:R0603_1","","RESISTOR, 100 OHM, 0.063W +/-5%","100","R1","../../CPU_RB0505/10125623A00_1.sch","YAGEO_RMS1","RC0603JR-07100RL",""
"10022731","Flipped_Devices:R","Resistor:R0603_3k3_1%","AllModules:R0603_1","","RESISTOR,3.3K OHM,0.063W,+/-1%,0603","3.3k","R11","../../CPU_RB0505/10125623A00_6.sch","YAGEO_RMS1","RC0603FR-073K3L",""
"10023190","Flipped_Devices:R","Resistor:R0805_620R_5%","AllModules:R0805_1","","RESISTOR, 620 OHM, 0.125W,+/-5%,0805","620","R13,R25,R27","../../CPU_RB0505/10125623A00_7.sch","MULTICOMP                       (920630)","MCWR08X621",""
"10023235","Flipped_Devices:R","Resistor:R0603_56k_1%","AllModules:R0603_1","","RESISTOR, 56K OHM, 0603, +/-1%","56k","R14","../../CPU_RB0505/10125623A00_1.sch","YAGEO_RMS1","RC0603FR-0756KL",""
"10097268","Flipped_Devices:R","Resistor:R0603_10k5_0.1%","AllModules:R0603_1","","RESISTOR, 10.5K OHM, 0603, +/-0.1%","10.5k","R15","../../CPU_RB0505/10125623A00_1.sch","SUSUMU CO.","RG1608P-1052-B-T5",""
"10023237","Flipped_Devices:R","Resistor:R0805_150R_5%","AllModules:R0805_1","","RESISTOR, 150 OHM, 0805, +/-5%","150","R16","../../CPU_RB0505/10125623A00_7.sch","YAGEO_RMS1","RC0805JR-07150RL",""
"10023238","Flipped_Devices:R","Resistor:R0603_15k_1%","AllModules:R0603_1","","RESISTOR, 15K OHM, 0603, +/-1%","15k","R17,R40","../../CPU_RB0505/10125623A00_3.sch","PANASONIC_RMS1","ERJ3EKF1502V",""
"10022700","Flipped_Devices:R","Resistor:R0603_1k5_1%","AllModules:R0603_1","","RESISTOR,1.5K OHM,0.063W,+/-1%,0603","1.5k","R18","../../CPU_RB0505/10125623A00_3.sch","YAGEO_RMS1","RC0603FR-071K5L",""
"10023239","Flipped_Devices:R","Resistor:R0603_75k_1%","AllModules:R0603_1","","RESISTOR, 75K OHM, 0603, +/-1%","75k","R19,R36","../../CPU_RB0505/10125623A00_3.sch","BOURNS_RMS1","CR0603-FX-7502ELF ",""
"10023187","Flipped_Devices:R","Resistor:R0603_1k5_5%","AllModules:R0603_1","","RESISTOR 1.5K OHM, 0603, +/-5%","1.5k","R2,R10","../../CPU_RB0505/10125623A00_2.sch","YAGEO_RMS1","RC0603JR-071K5L",""
"10023240","Flipped_Devices:R","Resistor:R0805_180R_5%","AllModules:R0805_1","","RESISTOR, 180 OHM, 0805, +/-5%","180","R22,R23,R31,R35,R44","../../CPU_RB0505/10125623A00_7.sch","YAGEO_RMS1","RC0805JR-07180RL",""
"10023188","Flipped_Devices:R","Resistor:R0603_220k_5%","AllModules:R0603_1","","RESISTOR, 220 K OHM, 0603,+/-5%","220k","R3","../../CPU_RB0505/10125623A00_1.sch","YAGEO_RMS1","RC0603JR-07220KL",""
"10022617","Flipped_Devices:R","Resistor:R_4k7_5%","AllModules:R0603_1","","RESISTOR, 4.7 K OHM, 0.063W +/-5%","4.7k","R33,R34,R37,R38,R41,R42,R51,R72","../../CPU_RB0505/10125623A00_4.sch","BOURNS_RMS1","CR0603-FX-4701ELF ",""
"10022736","Flipped_Devices:R","Resistor:R0603_1M_1%","AllModules:R0603_1","","RESISTOR,1M OHM,0.063W,+/-1%,0603","1M","R4","../../CPU_RB0505/10125623A00_2.sch","YAGEO_RMS1","RC0603FR-071ML",""
"10095983","Flipped_Devices:R","Resistor:R0603_22k_1%","AllModules:R0603_1","","RESISTOR, 22 K OHM,0.063W, +/-1%,0603","22k","R46","../../CPU_RB0505/10125623A00_1.sch","YAGEO_RMS1","RC0603FR-0722KL",""
"10097266","Flipped_Devices:R","Resistor:R0603_10k_5%","AllModules:R0603_1","","RESISTOR,10K OHM, 0.063W,+/-5%,0603","10k","R5,R6,R28,R29,R32,R43,R53,R54,R62,R70","../../CPU_RB0505/10125623A00_2.sch","YAGEO_RMS1","RC0603JR-0710KL",""
"10023242","Flipped_Devices:R","Resistor:R0805_10R_5%","AllModules:R0805_1","","RESISTOR 10 OHM, 0.125W, +/-5%,0805","10","R52","../../CPU_RB0505/10125623A00_3.sch","YAGEO_RMS1","RC0805JR-0710RL",""
"10097270","Flipped_Devices:R","Resistor:R0603_1k37_0.1%","AllModules:R0603_1","","RESISTOR,1.37K OHM,0.063W,+/-0.1%,0603","1.37k","R57","../../CPU_RB0505/10125623A00_3.sch","SUSUMU CO.","RG1608P-1371-B-T5",""
"10097271","Flipped_Devices:R","Resistor:R0603_100k_0.1%","AllModules:R0603_1","","RESISTOR, 100K OHM, 0.063W,+/-0.1%,0603","100k","R58","../../CPU_RB0505/10125623A00_3.sch","SUSUMU CO.","RG1608P-104-B-T5",""
"10022697","Flipped_Devices:R","Resistor:R0805_470R_1%","AllModules:R0805_1","","RESISTOR,470 OHM, 0.125W,+/-1%, 0805","470","R66,R67","../../CPU_RB0505/10125623A00_5.sch","YAGEO_RMS1","RC0805FR-07470RL",""
"10022732","Flipped_Devices:R","Resistor:R_100k_5%","AllModules:R0603_1","","RESISTOR,100 K OHM, 0.063W +/-5%","100k","R7,R8,R9,R12,R20,R21,R24,R26,R48,R55,R56,R59,R60,R61,R65,R68","../../CPU_RB0505/10125623A00_7.sch","YAGEO_RMS1","RC0603JR-07100KL",""
